observation.date,common.name,observation.count,juvenile.count,egg.count,phenological.stage,unclear how many eggs,problematic,breed,behaviour,notes,age.sex,breeding.code,breeding.category,behavior.code,breeding.possibility,sampling.time,survey.id,doy,spec.code,time,num.observers,sampling.effort,effort.multiplier,observers,date,period,year,month,day,survey.num,transect,start.time,end.time,rec.num,end.time.filled,transect.id,scientific.name,locality,protocol.type
2015-06-16,Snow Bunting,4,0,0,no_nest,NA,NA,NA,NA,2 nesting pairs.,"Male, Adult (2); Female, Adult (2)",NY,C4,NY,Confirmed,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Plectrophenax nivalis,Qikiqtaruk--Pauline Cove/Simpson Point,Stationary
2015-08-14,Black Guillemot,17,12,0,nest_w_chicks,NA,NA,NA,NA,banded 12 chicks in 7 nests with Meagan Grabowski.,"Unknown Sex, Adult (17)",NY,C4,NY,Confirmed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cepphus grylle,Qikiqtaruk--Pauline Cove/Simpson Point,Historical
2015-08-20,Common Eider,13,10,0,nest_w_chicks,NA,NA,NA,NA,,"Female, Adult (3); Unknown Sex, Juvenile (10)",FL,C4,FL,Confirmed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somateria mollissima,Qikiqtaruk--Pauline Cove/Simpson Point,Historical
2015-08-15,Common Eider,21,15,0,nest_w_chicks,NA,NA,NA,NA,5 ad. fem. with 15 young; plus 1 lone ad. male.,"Female, Adult (5); Male, Adult (1); Unknown Sex, Juvenile (15)",FL,C4,FL,Confirmed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somateria mollissima,Qikiqtaruk--Pauline Cove/Simpson Point,Historical
2015-08-09,Common Eider,37,16,0,nest_w_chicks,NA,NA,NA,NA,includes 1 ad fem. with 3 young; 4 ad. fem. with 13 young.,"Female, Adult (21); Unknown Sex, Juvenile (16)",FL,C4,FL,Confirmed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somateria mollissima,Qikiqtaruk--Pauline Cove/Simpson Point,Historical
2015-08-11,Common Eider,10,8,0,nest_w_chicks,NA,NA,NA,NA,2 ad. fem. with 8 young.,"Unknown Sex, Juvenile (8); Female, Adult (2)",FL,C4,FL,Confirmed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somateria mollissima,Qikiqtaruk--Pauline Cove/Simpson Point,Historical
2015-08-17,Common Eider,14,8,0,nest_w_chicks,NA,NA,NA,NA,6 ad. female with 8 young.,"Unknown Sex, Juvenile (8); Female, Adult (6)",FL,C4,FL,Confirmed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somateria mollissima,Qikiqtaruk--Pauline Cove/Simpson Point,Historical
2015-08-12,Common Eider,17,6,0,nest_w_chicks,NA,NA,NA,NA,10 ads. plus 1 ad. fem with 6 young.,"Unknown Sex, Adult (10); Female, Adult (1); Unknown Sex, Juvenile (6)",FL,C4,FL,Confirmed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somateria mollissima,Qikiqtaruk--Pauline Cove/Simpson Point,Historical
2015-08-13,Common Eider,15,7,0,nest_w_chicks,NA,NA,NA,NA,8 ad. fem. with 7 young.,"Female, Adult (8); Unknown Sex, Juvenile (7)",FL,C4,FL,Confirmed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somateria mollissima,Qikiqtaruk--Pauline Cove/Simpson Point,Historical
2015-08-10,Common Eider,17,10,0,nest_w_chicks,NA,NA,NA,NA,5 ad. fem with 10 young; plus 2 males.,"Female, Adult (5); Unknown Sex, Juvenile (10); Male, Adult (2)",FL,C4,FL,Confirmed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somateria mollissima,Qikiqtaruk--Pauline Cove/Simpson Point,Historical
2015-08-12,Common Eider,11,4,0,nest_w_chicks,NA,NA,NA,NA,local. 6 adults;  plus 1 ad fem. with 4 chicks.,"Female, Adult (1); Unknown Sex, Adult (6); Unknown Sex, Juvenile (4)",FL,C4,FL,Confirmed,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somateria mollissima,Qikiqtaruk--Collinson Head,Stationary
2015-08-19,Common Eider,37,14,0,nest_w_chicks,NA,NA,NA,NA,20 local loafers; 1 female with 8 young; and 2 fem. with 6 young.,"Unknown Sex, Adult (20); Female, Adult (3); Unknown Sex, Juvenile (14)",FL,C4,FL,Confirmed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somateria mollissima,Qikiqtaruk--Pauline Cove/Simpson Point,Historical
2016-06-11,American Pipit,1,0,0,pre_nesting,NA,NA,NA,NA,carrying food.,,CF,C4,CF,Confirmed,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Anthus rubescens,Qikiqtaruk--Pauline Cove/Simpson Point,Traveling
2016-06-11,American Pipit,12,0,11,nest_w_eggs,NA,NA,NA,NA,"2 AMPI nests; one with 5 eggs, one with 6 eggs.",,NE,C4,NE,Confirmed,360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Anthus rubescens,Qikiqtaruk--Bell Bluff--east,Traveling
2016-06-10,American Pipit,1,0,0,nest,NA,NA,NA,NA,on nest.,"Female, Adult (1)",NE,C4,NE,Confirmed,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Anthus rubescens,Qikiqtaruk--Pauline Cove/Simpson Point,Traveling
2016-06-20,American Pipit,2,0,0,pre_nesting,NA,NA,NA,NA,male flight display; and carrying food.,,CF,C4,CF,Confirmed,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Anthus rubescens,Qikiqtaruk--Ice Creek--east,Traveling
2016-06-19,Baird's Sandpiper,3,1,0,nest_w_chicks,NA,NA,NA,NA,pair with tiny baby at the mouth of Ice Creek.,"Male, Adult (1); Female, Adult (1); Unknown Sex, Juvenile (1)",FL,C4,FL,Confirmed,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Calidris bairdii,Qikiqtaruk--Pauline Cove/Simpson Point,Traveling
2016-06-09,Common Redpoll,8,0,0,NA,NA,NA,NA,NA,,,NE,C4,NE,Confirmed,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acanthis flammea,Qikiqtaruk--Pauline Cove/Simpson Point,Stationary
2016-06-18,Common Redpoll,8,0,0,nest_building,NA,NA,NA,NA,Nest building -- collecting feathers.,"Female, Adult (1)",NB,C4,NB,Confirmed,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acanthis flammea,Qikiqtaruk--Pauline Cove/Simpson Point,Traveling
2016-06-20,Horned Lark,2,0,0,pre_nesting,NA,NA,NA,NA,carrying food.,"Female, Adult (1); Male, Adult (1)",CF,C4,CF,Confirmed,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eremophila alpestris,Qikiqtaruk--Ice Creek--east,Traveling
2016-06-10,Lapland Longspur,6,0,5,nest_w_eggs,NA,NA,NA,NA,1 nest with 5 eggs.,,NE,C4,NE,Confirmed,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Calcarius lapponicus,Qikiqtaruk--Pauline Cove/Simpson Point,Traveling
2016-06-23,Lapland Longspur,15,0,0,NA,NA,NA,NA,NA,,,CF,C4,CF,Confirmed,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Calcarius lapponicus,Qikiqtaruk--Pauline Cove/Simpson Point,Traveling
2016-06-12,Northern Pintail,20,0,5,nest_w_eggs,NA,NA,NA,NA,Nest with 5 eggs.,,NE,C4,NE,Confirmed,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Anas acuta,Qikiqtaruk--Pauline Cove/Simpson Point,Traveling
2016-06-14,Rough-legged Hawk,2,0,0,NA,NA,NA,NA,NA,,,NE,C4,NE,Confirmed,285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Buteo lagopus,Qikiqtaruk--Collinson Head,Stationary
2016-06-11,Rough-legged Hawk,8,0,0,nest_w_eggs,NA,NA,NA,NA,4 RLHA nests with eggs.,"Unknown Sex, Adult (8)",NE,C4,NE,Confirmed,360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Buteo lagopus,Qikiqtaruk--Bell Bluff--east,Traveling
2016-06-20,Sandhill Crane,3,1,0,nest_w_chicks,NA,NA,NA,NA,2 adults with one fledged small young near RCMP graves.,"Male, Adult (1); Unknown Sex, Juvenile (1); Female, Adult (1)",FL,C4,FL,Confirmed,840,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Antigone canadensis,Qikiqtaruk--Pauline Cove/Simpson Point,Traveling
2016-06-12,Semipalmated Plover,6,0,6,nest_w_eggs,NA,NA,NA,NA,New nest found with 3 eggs; and still had 3 eggs the next day.,,NE,C4,NE,Confirmed,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Charadrius semipalmatus,Qikiqtaruk--Pauline Cove/Simpson Point,Traveling
2016-06-13,Semipalmated Plover,8,0,3,nest_w_eggs,NA,NA,NA,NA,Same nest with 3 eggs as photographed yesterday.,,NE,C4,NE,Confirmed,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Charadrius semipalmatus,Qikiqtaruk--Pauline Cove/Simpson Point,Traveling
2016-06-09,Semipalmated Plover,8,0,0,NA,NA,NA,NA,NA,4 pairs.,"Male, Adult (4); Female, Adult (4)",NE,C4,NE,Confirmed,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Charadrius semipalmatus,Qikiqtaruk--Pauline Cove/Simpson Point,Stationary
2016-06-19,Semipalmated Plover,6,0,0,nest_w_eggs,Y,NA,NA,NA,Includes adult on nest with eggs.,,NE,C4,NE,Confirmed,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Charadrius semipalmatus,Qikiqtaruk--Pauline Cove/Simpson Point,Traveling
2016-06-11,Semipalmated Sandpiper,6,0,4,nest_w_eggs,NA,NA,NA,NA,3 nesting pairs. 1 nest with 4 eggs.,,NE,C4,NE,Confirmed,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Calidris pusilla,Qikiqtaruk--Pauline Cove/Simpson Point,Traveling
2016-06-16,Semipalmated Sandpiper,4,0,0,nest_w_eggs,NA,NA,NA,NA,New nest with eggs found near dog pen.,,NE,C4,NE,Confirmed,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Calidris pusilla,Qikiqtaruk--Pauline Cove/Simpson Point,Stationary
2016-06-19,Snow Bunting,4,0,0,nest,NA,NA,NA,NA,Nest in hollow log on flats.,,NY,C4,NY,Confirmed,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Plectrophenax nivalis,Qikiqtaruk--Pauline Cove/Simpson Point,Traveling
2016-08-11,Black Guillemot,30,0,0,nest_w_chicks,NA,NA,NA,NA,banded the BLGU chicks today.,"Unknown Sex, Adult (30)",NY,C4,NY,Confirmed,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cepphus grylle,Qikiqtaruk--Pauline Cove/Simpson Point,Traveling
2016-08-09,Common Eider,10,6,0,nest_w_chicks,NA,NA,NA,NA,includes ad fem. with 6 young. Also 1 dead COEI chick found.,"Female, Adult (1); Unknown Sex, Juvenile (6)",FL,C4,FL,Confirmed,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somateria mollissima,Qikiqtaruk--Pauline Cove/Simpson Point,Traveling
2016-08-05,Common Eider,36,7,0,nest_w_chicks,NA,NA,NA,NA,includes 4 adult females with 7 chicks.,"Unknown Sex, Juvenile (7)",FL,C4,FL,Confirmed,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somateria mollissima,Qikiqtaruk--Pauline Cove/Simpson Point,Traveling
2016-08-18,Common Eider,6,4,0,nest_w_chicks,NA,NA,NA,NA,1 fem with 1 young; 1 fem with 3 young.,"Unknown Sex, Juvenile (4); Female, Adult (2)",FL,C4,FL,Confirmed,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somateria mollissima,Qikiqtaruk--Pauline Cove/Simpson Point,Traveling
2016-08-10,Common Eider,30,14,0,nest_w_chicks,NA,NA,NA,NA,includes fem with 4 young; and 4 fem with 10 young.,"Unknown Sex, Juvenile (14); Female, Adult (5)",FL,C4,FL,Confirmed,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somateria mollissima,Qikiqtaruk--Pauline Cove/Simpson Point,Traveling
2016-08-04,Common Eider,38,12,0,nest_w_chicks,NA,NA,NA,NA,includes 1ad. fem with12 chicks.,,FL,C4,FL,Confirmed,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somateria mollissima,Qikiqtaruk--Pauline Cove/Simpson Point,Traveling
2016-08-08,Common Eider,15,10,0,nest_w_chicks,NA,NA,NA,NA,ad fem with 4 young; and 4 ad fems with 6 young.,"Unknown Sex, Juvenile (10); Female, Adult (5)",FL,C4,FL,Confirmed,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somateria mollissima,Qikiqtaruk--Pauline Cove/Simpson Point,Traveling
2016-08-07,Common Eider,20,8,0,nest_w_chicks,NA,NA,NA,NA,includes adult female with 1 young; and 3 ad fem with 7 young.,"Unknown Sex, Juvenile (8); Female, Adult (4)",FL,C4,FL,Confirmed,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somateria mollissima,Qikiqtaruk--Pauline Cove/Simpson Point,Traveling
2016-08-12,Common Eider,20,4,0,nest_w_chicks,NA,NA,NA,NA,includes 3 fem with 4 young.,"Female, Adult (3); Unknown Sex, Juvenile (4)",FL,C4,FL,Confirmed,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somateria mollissima,Qikiqtaruk--Pauline Cove/Simpson Point,Traveling
2016-08-15,Common Eider,4,3,0,nest_w_chicks,NA,NA,NA,NA,,"Female, Adult (1); Unknown Sex, Juvenile (3)",FL,C4,FL,Confirmed,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somateria mollissima,Qikiqtaruk--Pauline Cove/Simpson Point,Traveling
2016-08-06,Common Eider,9,7,0,nest_w_chicks,NA,NA,NA,NA,2 ad fems with 7 chicks.,"Unknown Sex, Juvenile (7); Female, Adult (2)",FL,C4,FL,Confirmed,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somateria mollissima,Qikiqtaruk--Pauline Cove/Simpson Point,Traveling
2016-08-11,Common Eider,27,4,0,nest_w_chicks,NA,NA,NA,NA,includes 3 fem with 4 young.,"Female, Adult (3); Unknown Sex, Juvenile (4)",FL,C4,FL,Confirmed,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somateria mollissima,Qikiqtaruk--Pauline Cove/Simpson Point,Traveling
2016-08-16,Common Eider,10,3,0,nest_w_chicks,NA,NA,NA,NA,,"Female, Adult (1); Unknown Sex, Juvenile (3)",FL,C4,FL,Confirmed,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somateria mollissima,Qikiqtaruk--Pauline Cove/Simpson Point,Traveling
2016-08-14,Red-throated Loon,2,0,0,pre_nesting,Y,NA,NA,NA,carrying food.,"Unknown Sex, Adult (2)",CF,C4,CF,Confirmed,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gavia stellata,Qikiqtaruk--Pauline Cove/Simpson Point,Traveling
2016-08-05,Red-throated Loon,2,0,0,other,NA,NA,NA,NA,,"Unknown Sex, Adult (2)",CF,C4,CF,Confirmed,304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gavia stellata,Qikiqtaruk--Collinson Head,Stationary
2017-06-10,American Pipit,4,0,7,nest_w_eggs,NA,NA,NA,NA,Same nest as yesterday- 7eggs,,NE,C4,NE,Confirmed,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Anthus rubescens,Qikiqtaruk--Ice Creek--east,Traveling
2017-06-09,American Pipit,2,0,7,nest_w_eggs,NA,NA,NA,NA,7 eggs in nest,,NE,C4,NE,Confirmed,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Anthus rubescens,Qikiqtaruk--Ice Creek--east,Traveling
2017-06-16,American Pipit,1,0,0,nest,Y,NA,NA,NA,Flushed from nest -- same as days ago.,,ON,C4,ON,Confirmed,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Anthus rubescens,Qikiqtaruk--Ice Creek--east,Traveling
2017-06-20,American Pipit,6,7,0,nest_w_chicks,NA,NA,NA,NA,Nest now has 7 tiny young,,NY,C4,NY,Confirmed,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Anthus rubescens,Qikiqtaruk--Ice Creek--east,Traveling
2017-06-17,American Pipit,2,0,7,nest_w_eggs,NA,NA,NA,NA,Nest still has 7 eggs unhatched,,NE,C4,NE,Confirmed,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Anthus rubescens,Qikiqtaruk--Ice Creek--east,Traveling
2017-06-22,Common Eider,40,0,0,nest_w_eggs,Y,NA,NA,NA,Fem on nest with eggs,,NE,C4,NE,Confirmed,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somateria mollissima,Qikiqtaruk--Pauline Cove/Simpson Point,Traveling
2017-06-11,Green-winged Teal,1,0,0,nest,Y,NA,NA,NA,Fem on nest,,NE,C4,NE,Confirmed,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Anas crecca,Qikiqtaruk--Pauline Cove/Simpson Point,Traveling
2017-06-09,Green-winged Teal,1,0,9,nest_w_eggs,NA,NA,NA,NA,Flushed fem off nest with 9 eggs,,NE,C4,NE,Confirmed,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Anas crecca,Qikiqtaruk--Pauline Cove/Simpson Point,Traveling
2017-06-10,Green-winged Teal,1,0,0,NA,NA,NA,NA,NA,,,NE,C4,NE,Confirmed,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Anas crecca,Qikiqtaruk--BBS transect 1,Traveling
2017-06-10,Green-winged Teal,1,0,9,nest_w_eggs,NA,NA,NA,NA,Nest continues; 9 eggs,,NE,C4,NE,Confirmed,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Anas crecca,Qikiqtaruk--Pauline Cove/Simpson Point,Traveling
2017-06-12,Greater White-fronted Goose,20,0,7,nest_w_eggs,NA,NA,NA,NA,Nest with 7 eggs,,NE,C4,NE,Confirmed,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Anser albifrons,Qikiqtaruk--South Bluff (Simpson Point to Collinson Head),Traveling
2017-06-20,Horned Lark,3,2,0,nest_w_chicks,NA,NA,NA,NA,Ad with 2 fledged juvs,,FL,C4,FL,Confirmed,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eremophila alpestris,Qikiqtaruk--Ice Creek--west,Traveling
2017-06-19,Horned Lark,4,2,0,nest_w_chicks,NA,NA,NA,NA,,"Unknown Sex, Juvenile (2); Unknown Sex, Adult (2)",FL,C4,FL,Confirmed,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eremophila alpestris,Qikiqtaruk--East Gully,Traveling
2017-06-16,Lapland Longspur,6,0,0,pre_nesting,NA,NA,NA,NA,Fem carrying food,,CF,C4,CF,Confirmed,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Calcarius lapponicus,Qikiqtaruk--East Gully,Traveling
2017-06-21,Sandhill Crane,2,0,0,nest_w_chicks,Y,NA,NA,NA,"While sitting quietly near the RCMP graves scanning the aluvial fan, an adult Sandhill Crane walked past feeding, and didn't notice me. This went on for awhile until it did notice me and then went into full distraction display indicating a baby nearby, and then showed me the way out. So I quickly left to give it space.",,DD,C4,DD,Confirmed,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Antigone canadensis,Qikiqtaruk--Pauline Cove/Simpson Point,Traveling
2017-06-10,Semipalmated Plover,3,0,4,nest_w_eggs,NA,NA,NA,NA,2 nests with 4 eggs,,NE,C4,NE,Confirmed,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Charadrius semipalmatus,Qikiqtaruk--BBS transect 3,Traveling
2017-06-09,Semipalmated Plover,5,0,4,nest_w_eggs,NA,NA,NA,NA,Nest w 4 eggs.,,NE,C4,NE,Confirmed,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Charadrius semipalmatus,Qikiqtaruk--Pauline Cove/Simpson Point,Traveling
2017-06-10,Semipalmated Plover,6,0,4,nest_w_eggs,NA,NA,NA,NA,3 nests each with 4 eggs. Photos of all nests uploaded.,,NE,C4,NE,Confirmed,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Charadrius semipalmatus,Qikiqtaruk--Pauline Cove/Simpson Point,Traveling
2017-06-10,Semipalmated Sandpiper,3,0,2,nest_w_eggs,NA,NA,NA,NA,2 eggs,,NE,C4,NE,Confirmed,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Calidris pusilla,Qikiqtaruk--BBS transect 3,Traveling
2017-06-10,Semipalmated Sandpiper,2,0,4,nest_w_eggs,NA,NA,NA,NA,Nest 4 eggs,,NE,C4,NE,Confirmed,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Calidris pusilla,Qikiqtaruk--BBS transect 1,Traveling
2017-06-09,Semipalmated Sandpiper,6,0,4,nest_w_eggs,NA,NA,NA,NA,Pairs singing. Nest with 4 eggs.,,NE,C4,NE,Confirmed,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Calidris pusilla,Qikiqtaruk--Pauline Cove/Simpson Point,Traveling
2017-06-21,Semipalmated Sandpiper,4,0,0,nest_w_chicks,NA,NA,NA,NA,Tiny babies running around.,,FL,C4,FL,Confirmed,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Calidris pusilla,Qikiqtaruk--Pauline Cove/Simpson Point,Traveling
2017-06-20,Snow Bunting,2,0,0,nest,Y,NA,NA,NA,Going to nest at gas shack,,ON,C4,ON,Confirmed,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Plectrophenax nivalis,Qikiqtaruk--Pauline Cove/Simpson Point,Traveling
2017-06-12,Snow Bunting,4,0,0,NA,NA,NA,NA,NA,2 pairs,,ON,C4,ON,Confirmed,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Plectrophenax nivalis,Qikiqtaruk--Pauline Cove/Simpson Point,Traveling
2017-06-13,Snow Bunting,4,0,5,nest_w_eggs,NA,NA,NA,NA,Nest in box on gas shack has 5 eggs,,NE,C4,NE,Confirmed,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Plectrophenax nivalis,Qikiqtaruk--Pauline Cove/Simpson Point,Traveling
2017-06-10,Snow Bunting,4,0,0,nest,Y,NA,NA,NA,2 pairs. Nesting in box on gas shack.,"Female, Adult (2); Male, Adult (2)",ON,C4,ON,Confirmed,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Plectrophenax nivalis,Qikiqtaruk--Pauline Cove/Simpson Point,Traveling
2017-06-21,Snow Bunting,4,6,0,nest_w_chicks,NA,NA,NA,NA,Nest now has 6 babies.,,NY,C4,NY,Confirmed,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Plectrophenax nivalis,Qikiqtaruk--Pauline Cove/Simpson Point,Traveling
